sim_no,UHI_d,asphalt_ratio,park_grass_ratio,parcel_grass_ratio,podium_grass_ratio,GnPR,TCR,greenroof_ratio,SCR,parcel_fp_ratio,podium_fp_ratio,tower_GFA,podium_GFA,total_GFA,avg_BH,avg_GPR,parcelArea,parkLocation,parkRadius,roadDensity,bldDensity,podiumDensity,treeDensity,roofType
4789,0.145685,0.092195,0.076934,0.796399,0,0.873333,0,0.034472,0.034472,0.034472,0,1530500,0,1530500,106.4,1.618224,6,0,300,0.8,5,0,0,1
4790,0.150023,0.220688,0.170084,0.556883,0,0.726967,0,0.052345,0.052345,0.052345,0,1133900,0,1133900,57.4,1.464109,2,42,300,0.8,5,0,0,1
4791,0.158425,0.167458,0.261776,0.52166,0,0.783436,0,0.049106,0.049106,0.049106,0,1602400,0,1602400,86.8,2.455161,3,42,300,0.8,5,0,0,1
4792,0.157591,0.123344,0.268911,0.564655,0,0.833566,0,0.04309,0.04309,0.04309,0,1885200,0,1885200,106.2,2.680856,4,42,300,0.8,5,0,0,1
4793,0.152991,0.111386,0.223644,0.626834,0,0.850478,0,0.03813,0.03813,0.03813,0,1768100,0,1768100,113.7,2.398812,5,42,300,0.8,5,0,0,1
4794,0.137546,0.092195,0.186798,0.693415,0,0.880213,0,0.027591,0.027591,0.027591,0,1319400,0,1319400,117,1.606115,6,42,300,0.8,5,0,0,1
4795,0.155274,0.220688,0.074712,0.639796,0,0.714508,0,0.064805,0.064805,0.064805,0,1228600,0,1228600,50.1,1.39307,2,72,300,0.8,5,0,0,1
4796,0.168653,0.167458,0.078687,0.69195,0,0.770637,0,0.061905,0.061905,0.061905,0,1835600,0,1835600,78.6,2.067256,3,72,300,0.8,5,0,0,1
4797,0.161781,0.123344,0.082933,0.740625,0,0.823558,0,0.053098,0.053098,0.053098,0,1761500,0,1761500,84.9,1.905372,4,72,300,0.8,5,0,0,1
4798,0.155559,0.111386,0.088649,0.755848,0,0.844497,0,0.044111,0.044111,0.044111,0,1647100,0,1647100,97.4,1.772316,5,72,300,0.8,5,0,0,1
4799,0.146438,0.092195,0.091245,0.782088,0,0.873333,0,0.034472,0.034472,0.034472,0,1492400,0,1492400,109.4,1.609424,6,72,300,0.8,5,0,0,1
4800,0.159589,0.134203,0.034899,0.742219,0,0.777118,0,0.08868,0.08868,0.08868,0,1211900,0,1211900,37.1,1.207865,2,0,100,0.3,7,0,0,1
4801,0.178425,0.09955,0,0.801483,0,0.801483,0,0.098967,0.098967,0.098967,0,1917200,0,1917200,49.7,1.741346,3,0,100,0.3,7,0,0,1
4802,0.178562,0.044727,0,0.871165,0,0.871165,0,0.084108,0.084108,0.084108,0,2035900,0,2035900,63.8,1.891813,4,0,100,0.3,7,0,0,1
4803,0.171358,0.058153,0,0.871961,0,0.871961,0,0.069893,0.069893,0.069893,0,1963500,0,1963500,71.6,1.805558,5,0,100,0.3,7,0,0,1
4804,0.152192,0.048316,0.079221,0.828818,0,0.908039,0,0.043645,0.043645,0.043645,0,1592900,0,1592900,90.9,1.629466,6,0,100,0.3,7,0,0,1
4805,0.158299,0.134203,0.017184,0.762238,0,0.779422,0,0.086376,0.086376,0.086376,0,1185700,0,1185700,37.5,1.127781,2,42,100,0.3,7,0,0,1
4806,0.175342,0.09955,0,0.806001,0,0.806001,0,0.09445,0.09445,0.09445,0,1722400,0,1722400,50.3,1.619507,3,42,100,0.3,7,0,0,1
4807,0.179954,0.044727,0,0.871165,0,0.871165,0,0.084108,0.084108,0.084108,0,2057300,0,2057300,65.6,1.855675,4,42,100,0.3,7,0,0,1
4808,0.171427,0.058153,0,0.870897,0,0.870897,0,0.070957,0.070957,0.070957,0,1967100,0,1967100,70.2,1.769643,5,42,100,0.3,7,0,0,1
4809,0.155993,0.048316,0,0.903423,0,0.903423,0,0.04826,0.04826,0.04826,0,1590700,0,1590700,86.8,1.499834,6,42,100,0.3,7,0,0,1
4810,0.159212,0.134203,0.020337,0.755411,0,0.775748,0,0.090049,0.090049,0.090049,0,1182400,0,1182400,36.1,1.130513,2,72,100,0.3,7,0,0,1
4811,0.175651,0.09955,0,0.804249,0,0.804249,0,0.096201,0.096201,0.096201,0,1811200,0,1811200,49.1,1.672103,3,72,100,0.3,7,0,0,1
4812,0.177888,0.044727,0,0.871881,0,0.871881,0,0.083391,0.083391,0.083391,0,2036100,0,2036100,63.6,1.84871,4,72,100,0.3,7,0,0,1
4813,0.17089,0.058153,0.048911,0.825569,0,0.87448,0,0.067374,0.067374,0.067374,0,1957900,0,1957900,75.1,1.876662,5,72,100,0.3,7,0,0,1
4814,0.152797,0.048316,0.093059,0.81498,0,0.908039,0,0.043645,0.043645,0.043645,0,1548500,0,1548500,92.7,1.624944,6,72,100,0.3,7,0,0,1
4815,0.159589,0.134203,0.034899,0.742219,0,0.777118,0,0.08868,0.08868,0.08868,0,1211900,0,1211900,37.1,1.207865,2,0,150,0.3,7,0,0,1
4816,0.171952,0.09955,0.076933,0.737629,0,0.814562,0,0.085888,0.085888,0.085888,0,1678800,0,1678800,53,1.696084,3,0,150,0.3,7,0,0,1
4817,0.176039,0.044727,0.079221,0.802952,0,0.882173,0,0.0731,0.0731,0.0731,0,2061600,0,2061600,74.5,2.083113,4,0,150,0.3,7,0,0,1
4818,0.168744,0.058153,0.032606,0.842938,0,0.875544,0,0.06631,0.06631,0.06631,0,1906900,0,1906900,72.9,1.778562,5,0,150,0.3,7,0,0,1
4819,0.152192,0.048316,0.079221,0.828818,0,0.908039,0,0.043645,0.043645,0.043645,0,1592900,0,1592900,90.9,1.629466,6,0,150,0.3,7,0,0,1
4820,0.159053,0.134203,0.043345,0.738126,0,0.781471,0,0.084326,0.084326,0.084326,0,1175300,0,1175300,39.5,1.16887,2,42,150,0.3,7,0,0,1
4821,0.174349,0.09955,0.079094,0.737334,0,0.816428,0,0.084022,0.084022,0.084022,0,1751300,0,1751300,58.2,1.787972,3,42,150,0.3,7,0,0,1
4822,0.170822,0.044727,0.101173,0.783093,0,0.884266,0,0.071007,0.071007,0.071007,0,1803800,0,1803800,69.5,1.841638,4,42,150,0.3,7,0,0,1
4823,0.166644,0.058153,0.124679,0.75548,0,0.880159,0,0.061694,0.061694,0.061694,0,1911800,0,1911800,77.5,2.027524,5,42,150,0.3,7,0,0,1
4824,0.147648,0.048316,0.126932,0.786525,0,0.913457,0,0.038227,0.038227,0.038227,0,1440200,0,1440200,97.2,1.54456,6,42,150,0.3,7,0,0,1
4825,0.16024,0.134203,0.039873,0.739237,0,0.77911,0,0.086687,0.086687,0.086687,0,1216900,0,1216900,39.1,1.16954,2,72,150,0.3,7,0,0,1
4826,0.171941,0.09955,0.061917,0.753631,0,0.815548,0,0.084903,0.084903,0.084903,0,1676200,0,1676200,54.3,1.686038,3,72,150,0.3,7,0,0,1
4827,0.17516,0.044727,0.040743,0.837531,0,0.878274,0,0.076999,0.076999,0.076999,0,1992300,0,1992300,67.3,1.83979,4,72,150,0.3,7,0,0,1
4828,0.16621,0.058153,0.093067,0.786028,0,0.879095,0,0.062758,0.062758,0.062758,0,1765900,0,1765900,74.9,1.777224,5,72,150,0.3,7,0,0,1
4829,0.152797,0.048316,0.093059,0.81498,0,0.908039,0,0.043645,0.043645,0.043645,0,1548500,0,1548500,92.7,1.624944,6,72,150,0.3,7,0,0,1
4830,0.154817,0.134203,0.07787,0.703836,0,0.781706,0,0.08409,0.08409,0.08409,0,1119700,0,1119700,34.9,1.206159,2,0,200,0.3,7,0,0,1
4831,0.171952,0.09955,0.076933,0.737629,0,0.814562,0,0.085888,0.085888,0.085888,0,1678800,0,1678800,53,1.696084,3,0,200,0.3,7,0,0,1
4832,0.176039,0.044727,0.079221,0.802952,0,0.882173,0,0.0731,0.0731,0.0731,0,2061600,0,2061600,74.5,2.083113,4,0,200,0.3,7,0,0,1
4833,0.164258,0.058153,0.075079,0.80545,0,0.880529,0,0.061325,0.061325,0.061325,0,1777500,0,1777500,73.9,1.729414,5,0,200,0.3,7,0,0,1
4834,0.152192,0.048316,0.079221,0.828818,0,0.908039,0,0.043645,0.043645,0.043645,0,1592900,0,1592900,90.9,1.629466,6,0,200,0.3,7,0,0,1
4835,0.155422,0.134203,0.083967,0.698918,0,0.782885,0,0.082912,0.082912,0.082912,0,1134200,0,1134200,36.2,1.211164,2,42,200,0.3,7,0,0,1
4836,0.170822,0.09955,0.101552,0.719238,0,0.82079,0,0.079661,0.079661,0.079661,0,1692100,0,1692100,57.8,1.763163,3,42,200,0.3,7,0,0,1
4837,0.171313,0.044727,0.101173,0.782376,0,0.883549,0,0.071724,0.071724,0.071724,0,1813700,0,1813700,69.3,1.854776,4,42,200,0.3,7,0,0,1
4838,0.167352,0.058153,0.124679,0.754764,0,0.879443,0,0.062411,0.062411,0.062411,0,1929200,0,1929200,77.4,2.051247,5,42,200,0.3,7,0,0,1
4839,0.147648,0.048316,0.126932,0.786525,0,0.913457,0,0.038227,0.038227,0.038227,0,1440200,0,1440200,97.2,1.54456,6,42,200,0.3,7,0,0,1
4840,0.155057,0.134203,0.088338,0.697765,0,0.786103,0,0.079693,0.079693,0.079693,0,1127500,0,1127500,37.9,1.175167,2,72,200,0.3,7,0,0,1
4841,0.170126,0.09955,0.088346,0.728409,0,0.816755,0,0.083696,0.083696,0.083696,0,1689800,0,1689800,53.3,1.745435,3,72,200,0.3,7,0,0,1
4842,0.172991,0.044727,0.093058,0.789888,0,0.882946,0,0.072326,0.072326,0.072326,0,1953800,0,1953800,70.2,1.917445,4,72,200,0.3,7,0,0,1
4843,0.16621,0.058153,0.093067,0.786028,0,0.879095,0,0.062758,0.062758,0.062758,0,1765900,0,1765900,74.9,1.777224,5,72,200,0.3,7,0,0,1
4844,0.152797,0.048316,0.093059,0.81498,0,0.908039,0,0.043645,0.043645,0.043645,0,1548500,0,1548500,92.7,1.624944,6,72,200,0.3,7,0,0,1
4845,0.15524,0.134203,0.07787,0.703489,0,0.781359,0,0.084438,0.084438,0.084438,0,1127300,0,1127300,35,1.2145,2,0,250,0.3,7,0,0,1
4846,0.171952,0.09955,0.076933,0.737629,0,0.814562,0,0.085888,0.085888,0.085888,0,1678800,0,1678800,53,1.696084,3,0,250,0.3,7,0,0,1
4847,0.176039,0.044727,0.079221,0.802952,0,0.882173,0,0.0731,0.0731,0.0731,0,2061600,0,2061600,74.5,2.083113,4,0,250,0.3,7,0,0,1
4848,0.164258,0.058153,0.075079,0.80545,0,0.880529,0,0.061325,0.061325,0.061325,0,1777500,0,1777500,73.9,1.729414,5,0,250,0.3,7,0,0,1
4849,0.152192,0.048316,0.079221,0.828818,0,0.908039,0,0.043645,0.043645,0.043645,0,1592900,0,1592900,90.9,1.629466,6,0,250,0.3,7,0,0,1
4850,0.15524,0.134203,0.134371,0.658946,0,0.793317,0,0.07248,0.07248,0.07248,0,1129000,0,1129000,44.5,1.247438,2,42,250,0.3,7,0,0,1
4851,0.170662,0.09955,0.127706,0.696033,0,0.823739,0,0.076711,0.076711,0.076711,0,1752900,0,1752900,60.8,1.869259,3,42,250,0.3,7,0,0,1
4852,0.16903,0.044727,0.135935,0.748011,0,0.883946,0,0.071326,0.071326,0.071326,0,1814300,0,1814300,66,1.931229,4,42,250,0.3,7,0,0,1
4853,0.167352,0.058153,0.124679,0.754764,0,0.879443,0,0.062411,0.062411,0.062411,0,1929200,0,1929200,77.4,2.051247,5,42,250,0.3,7,0,0,1
4854,0.147648,0.048316,0.126932,0.786525,0,0.913457,0,0.038227,0.038227,0.038227,0,1440200,0,1440200,97.2,1.54456,6,42,250,0.3,7,0,0,1
4855,0.155057,0.134203,0.088338,0.697765,0,0.786103,0,0.079693,0.079693,0.079693,0,1127500,0,1127500,37.9,1.175167,2,72,250,0.3,7,0,0,1
4856,0.170126,0.09955,0.088346,0.728409,0,0.816755,0,0.083696,0.083696,0.083696,0,1689800,0,1689800,53.3,1.745435,3,72,250,0.3,7,0,0,1
4857,0.173311,0.044727,0.093058,0.789172,0,0.88223,0,0.073042,0.073042,0.073042,0,1962900,0,1962900,69.9,1.929488,4,72,250,0.3,7,0,0,1
4858,0.16621,0.058153,0.093067,0.786028,0,0.879095,0,0.062758,0.062758,0.062758,0,1765900,0,1765900,74.9,1.777224,5,72,250,0.3,7,0,0,1
4859,0.152797,0.048316,0.093059,0.81498,0,0.908039,0,0.043645,0.043645,0.043645,0,1548500,0,1548500,92.7,1.624944,6,72,250,0.3,7,0,0,1
4860,0.15524,0.134203,0.07787,0.703489,0,0.781359,0,0.084438,0.084438,0.084438,0,1127300,0,1127300,35,1.2145,2,0,300,0.3,7,0,0,1
4861,0.171952,0.09955,0.076933,0.737629,0,0.814562,0,0.085888,0.085888,0.085888,0,1678800,0,1678800,53,1.696084,3,0,300,0.3,7,0,0,1
4862,0.175537,0.044727,0.079221,0.803669,0,0.88289,0,0.072383,0.072383,0.072383,0,2050800,0,2050800,74.8,2.06888,4,0,300,0.3,7,0,0,1
4863,0.164258,0.058153,0.075079,0.80545,0,0.880529,0,0.061325,0.061325,0.061325,0,1777500,0,1777500,73.9,1.729414,5,0,300,0.3,7,0,0,1
4864,0.152192,0.048316,0.079221,0.828818,0,0.908039,0,0.043645,0.043645,0.043645,0,1592900,0,1592900,90.9,1.629466,6,0,300,0.3,7,0,0,1
4865,0.15266,0.134203,0.173354,0.621508,0,0.794862,0,0.070936,0.070936,0.070936,0,1110200,0,1110200,42,1.311535,2,42,300,0.3,7,0,0,1
4866,0.16258,0.09955,0.271938,0.566496,0,0.838434,0,0.062016,0.062016,0.062016,0,1558600,0,1558600,69.4,2.133457,3,42,300,0.3,7,0,0,1
4867,0.167112,0.044727,0.28893,0.608031,0,0.896961,0,0.058312,0.058312,0.058312,0,1986900,0,1986900,85.3,2.573433,4,42,300,0.3,7,0,0,1
4868,0.165925,0.058153,0.235863,0.652774,0,0.888637,0,0.053216,0.053216,0.053216,0,2031400,0,2031400,95.8,2.579431,5,42,300,0.3,7,0,0,1
4869,0.141416,0.048316,0.196086,0.721987,0,0.918073,0,0.033611,0.033611,0.033611,0,1312300,0,1312300,98.6,1.558417,6,42,300,0.3,7,0,0,1
4870,0.155057,0.134203,0.088338,0.697765,0,0.786103,0,0.079693,0.079693,0.079693,0,1127500,0,1127500,37.9,1.175167,2,72,300,0.3,7,0,0,1
4871,0.170126,0.09955,0.088346,0.728409,0,0.816755,0,0.083696,0.083696,0.083696,0,1689800,0,1689800,53.3,1.745435,3,72,300,0.3,7,0,0,1
4872,0.172991,0.044727,0.093058,0.789888,0,0.882946,0,0.072326,0.072326,0.072326,0,1953800,0,1953800,70.2,1.917445,4,72,300,0.3,7,0,0,1
4873,0.16621,0.058153,0.093067,0.786028,0,0.879095,0,0.062758,0.062758,0.062758,0,1765900,0,1765900,74.9,1.777224,5,72,300,0.3,7,0,0,1
4874,0.152797,0.048316,0.093059,0.81498,0,0.908039,0,0.043645,0.043645,0.043645,0,1548500,0,1548500,92.7,1.624944,6,72,300,0.3,7,0,0,1
4875,0.154406,0.220688,0.029264,0.673853,0,0.703117,0,0.076196,0.076196,0.076196,0,1042900,0,1042900,37.3,1.128494,2,0,100,0.8,7,0,0,1
4876,0.171975,0.167458,0,0.746435,0,0.746435,0,0.086107,0.086107,0.086107,0,1742800,0,1742800,51.9,1.668177,3,0,100,0.8,7,0,0,1
4877,0.176769,0.123344,0,0.795683,0,0.795683,0,0.080973,0.080973,0.080973,0,1974700,0,1974700,63.7,1.967908,4,0,100,0.8,7,0,0,1
4878,0.173311,0.111386,0,0.819432,0,0.819432,0,0.069176,0.069176,0.069176,0,2012100,0,2012100,74.5,1.939966,5,0,100,0.8,7,0,0,1
4879,0.15847,0.092195,0.076934,0.782611,0,0.859545,0,0.04826,0.04826,0.04826,0,1798700,0,1798700,91.7,1.890082,6,0,100,0.8,7,0,0,1
4880,0.153573,0.220688,0.017183,0.687847,0,0.70503,0,0.074282,0.074282,0.074282,0,1024000,0,1024000,37.7,1.059139,2,42,100,0.8,7,0,0,1
4881,0.172728,0.167458,0,0.747144,0,0.747144,0,0.085398,0.085398,0.085398,0,1636000,0,1636000,53.8,1.643691,3,42,100,0.8,7,0,0,1
4882,0.17645,0.123344,0,0.796342,0,0.796342,0,0.080313,0.080313,0.080313,0,1915900,0,1915900,64.1,1.861344,4,42,100,0.8,7,0,0,1
4883,0.172842,0.111386,0,0.819801,0,0.819801,0,0.068807,0.068807,0.068807,0,2007400,0,2007400,74.3,1.893032,5,42,100,0.8,7,0,0,1
4884,0.160982,0.092195,0,0.857112,0,0.857112,0,0.050693,0.050693,0.050693,0,1758900,0,1758900,90.5,1.710075,6,42,100,0.8,7,0,0,1
4885,0.154224,0.220688,0.015661,0.685313,0,0.700974,0,0.078339,0.078339,0.078339,0,1017400,0,1017400,35.5,1.063305,2,72,100,0.8,7,0,0,1
4886,0.1696,0.167458,0,0.747095,0,0.747095,0,0.085447,0.085447,0.085447,0,1629100,0,1629100,50.1,1.646996,3,72,100,0.8,7,0,0,1
4887,0.176918,0.123344,0,0.796074,0,0.796074,0,0.080582,0.080582,0.080582,0,1971500,0,1971500,64.5,1.926026,4,72,100,0.8,7,0,0,1
4888,0.170582,0.111386,0.045994,0.77739,0,0.823384,0,0.065224,0.065224,0.065224,0,1955900,0,1955900,77.1,1.974203,5,72,100,0.8,7,0,0,1
4889,0.16145,0.092195,0.091245,0.7683,0,0.859545,0,0.04826,0.04826,0.04826,0,1849200,0,1849200,99.6,2.008925,6,72,100,0.8,7,0,0,1
4890,0.153482,0.220688,0.029264,0.674917,0,0.704181,0,0.075131,0.075131,0.075131,0,1017400,0,1017400,36.7,1.102759,2,0,150,0.8,7,0,0,1
4891,0.166735,0.167458,0.072776,0.684435,0,0.757211,0,0.075331,0.075331,0.075331,0,1550800,0,1550800,55.9,1.649499,3,0,150,0.8,7,0,0,1
4892,0.174395,0.123344,0.07693,0.730095,0,0.807025,0,0.069631,0.069631,0.069631,0,2007300,0,2007300,75.8,2.191697,4,0,150,0.8,7,0,0,1
4893,0.164338,0.111386,0.072791,0.755754,0,0.828545,0,0.060063,0.060063,0.060063,0,1786700,0,1786700,75.2,1.826449,5,0,150,0.8,7,0,0,1
4894,0.15847,0.092195,0.076934,0.782611,0,0.859545,0,0.04826,0.04826,0.04826,0,1798700,0,1798700,91.7,1.890082,6,0,150,0.8,7,0,0,1
4895,0.153242,0.220688,0.043355,0.663746,0,0.707101,0,0.072211,0.072211,0.072211,0,981658.577,0,981658.577,39,1.067378,2,42,150,0.8,7,0,0,1
4896,0.170457,0.167458,0.075955,0.68028,0,0.756235,0,0.076306,0.076306,0.076306,0,1617300,0,1617300,59.9,1.764995,3,42,150,0.8,7,0,0,1
4897,0.169726,0.123344,0.095462,0.711946,0,0.807408,0,0.069248,0.069248,0.069248,0,1739300,0,1739300,68.9,1.924714,4,42,150,0.8,7,0,0,1
4898,0.165011,0.111386,0.119667,0.710483,0,0.83015,0,0.058458,0.058458,0.058458,0,1864300,0,1864300,80,2.093125,5,42,150,0.8,7,0,0,1
4899,0.154498,0.092195,0.121947,0.742614,0,0.864561,0,0.043244,0.043244,0.043244,0,1654700,0,1654700,97.7,1.826479,6,42,150,0.8,7,0,0,1
4900,0.155057,0.220688,0.032258,0.671361,0,0.703619,0,0.075694,0.075694,0.075694,0,1049900,0,1049900,38.8,1.104166,2,72,150,0.8,7,0,0,1
4901,0.167831,0.167458,0.055418,0.701714,0,0.757132,0,0.07541,0.07541,0.07541,0,1582200,0,1582200,57.6,1.722489,3,72,150,0.8,7,0,0,1
4902,0.173311,0.123344,0.082933,0.723121,0,0.806054,0,0.070602,0.070602,0.070602,0,1934200,0,1934200,71.9,2.03703,4,72,150,0.8,7,0,0,1
4903,0.168265,0.111386,0.088649,0.739351,0,0.828,0,0.060608,0.060608,0.060608,0,1842900,0,1842900,81.7,1.953513,5,72,150,0.8,7,0,0,1
4904,0.16145,0.092195,0.091245,0.7683,0,0.859545,0,0.04826,0.04826,0.04826,0,1849200,0,1849200,99.6,2.008925,6,72,150,0.8,7,0,0,1
4905,0.15121,0.220688,0.046107,0.660059,0,0.706166,0,0.073147,0.073147,0.073147,0,985065.4648,0,985065.4648,35.2,1.096666,2,0,200,0.8,7,0,0,1
4906,0.166735,0.167458,0.072776,0.684435,0,0.757211,0,0.075331,0.075331,0.075331,0,1550800,0,1550800,55.9,1.649499,3,0,200,0.8,7,0,0,1
4907,0.175,0.123344,0.07693,0.729378,0,0.806308,0,0.070348,0.070348,0.070348,0,2018100,0,2018100,75.5,2.20676,4,0,200,0.8,7,0,0,1
4908,0.163927,0.111386,0.072791,0.756471,0,0.829262,0,0.059347,0.059347,0.059347,0,1776800,0,1776800,75.6,1.80775,5,0,200,0.8,7,0,0,1
4909,0.15847,0.092195,0.076934,0.782611,0,0.859545,0,0.04826,0.04826,0.04826,0,1798700,0,1798700,91.7,1.890082,6,0,200,0.8,7,0,0,1
4910,0.148048,0.220688,0.083981,0.628803,0,0.712784,0,0.066529,0.066529,0.066529,0,907177.4407,0,907177.4407,35.7,1.065738,2,42,200,0.8,7,0,0,1
4911,0.169372,0.167458,0.098406,0.659704,0,0.75811,0,0.074432,0.074432,0.074432,0,1639700,0,1639700,60.7,1.812578,3,42,200,0.8,7,0,0,1
4912,0.169726,0.123344,0.095462,0.711946,0,0.807408,0,0.069248,0.069248,0.069248,0,1739300,0,1739300,68.9,1.924714,4,42,200,0.8,7,0,0,1
4913,0.165011,0.111386,0.119667,0.710483,0,0.83015,0,0.058458,0.058458,0.058458,0,1864300,0,1864300,80,2.093125,5,42,200,0.8,7,0,0,1
4914,0.154498,0.092195,0.121947,0.742614,0,0.864561,0,0.043244,0.043244,0.043244,0,1654700,0,1654700,97.7,1.826479,6,42,200,0.8,7,0,0,1
4915,0.151324,0.220688,0.074712,0.633446,0,0.708158,0,0.071154,0.071154,0.071154,0,985809.2706,0,985809.2706,36.9,1.111699,2,72,200,0.8,7,0,0,1
4916,0.164703,0.167458,0.078687,0.682716,0,0.761403,0,0.071139,0.071139,0.071139,0,1546000,0,1546000,58,1.722618,3,72,200,0.8,7,0,0,1
4917,0.173311,0.123344,0.082933,0.723121,0,0.806054,0,0.070602,0.070602,0.070602,0,1934200,0,1934200,71.9,2.03703,4,72,200,0.8,7,0,0,1
4918,0.168265,0.111386,0.088649,0.739351,0,0.828,0,0.060608,0.060608,0.060608,0,1842900,0,1842900,81.7,1.953513,5,72,200,0.8,7,0,0,1
4919,0.16145,0.092195,0.091245,0.7683,0,0.859545,0,0.04826,0.04826,0.04826,0,1849200,0,1849200,99.6,2.008925,6,72,200,0.8,7,0,0,1
4920,0.149053,0.220688,0.066283,0.645089,0,0.711372,0,0.06794,0.06794,0.06794,0,924676.0271,0,924676.0271,36.3,1.069465,2,0,250,0.8,7,0,0,1
4921,0.166735,0.167458,0.072776,0.684435,0,0.757211,0,0.075331,0.075331,0.075331,0,1550800,0,1550800,55.9,1.649499,3,0,250,0.8,7,0,0,1
4922,0.174932,0.123344,0.07693,0.729378,0,0.806308,0,0.070348,0.070348,0.070348,0,2015600,0,2015600,75.4,2.203649,4,0,250,0.8,7,0,0,1
4923,0.163927,0.111386,0.072791,0.756471,0,0.829262,0,0.059347,0.059347,0.059347,0,1776800,0,1776800,75.6,1.80775,5,0,250,0.8,7,0,0,1
4924,0.15847,0.092195,0.076934,0.782611,0,0.859545,0,0.04826,0.04826,0.04826,0,1798700,0,1798700,91.7,1.890082,6,0,250,0.8,7,0,0,1
4925,0.148116,0.220688,0.151159,0.569409,0,0.720568,0,0.058745,0.058745,0.058745,0,933589.4673,0,933589.4673,43.4,1.179157,2,42,250,0.8,7,0,0,1
4926,0.168413,0.167458,0.119005,0.643061,0,0.762066,0,0.070476,0.070476,0.070476,0,1682900,0,1682900,64.2,1.880256,3,42,250,0.8,7,0,0,1
4927,0.168779,0.123344,0.124305,0.684124,0,0.808429,0,0.068227,0.068227,0.068227,0,1794500,0,1794500,69,2.056327,4,42,250,0.8,7,0,0,1
4928,0.165011,0.111386,0.119667,0.710483,0,0.83015,0,0.058458,0.058458,0.058458,0,1864300,0,1864300,80,2.093125,5,42,250,0.8,7,0,0,1
4929,0.154498,0.092195,0.121947,0.742614,0,0.864561,0,0.043244,0.043244,0.043244,0,1654700,0,1654700,97.7,1.826479,6,42,250,0.8,7,0,0,1
4930,0.151644,0.220688,0.074712,0.632787,0,0.707499,0,0.071814,0.071814,0.071814,0,994953.2706,0,994953.2706,36.9,1.124636,2,72,250,0.8,7,0,0,1
4931,0.164703,0.167458,0.078687,0.682716,0,0.761403,0,0.071139,0.071139,0.071139,0,1546000,0,1546000,58,1.722618,3,72,250,0.8,7,0,0,1
4932,0.173311,0.123344,0.082933,0.723121,0,0.806054,0,0.070602,0.070602,0.070602,0,1934200,0,1934200,71.9,2.03703,4,72,250,0.8,7,0,0,1
4933,0.168265,0.111386,0.088649,0.739351,0,0.828,0,0.060608,0.060608,0.060608,0,1842900,0,1842900,81.7,1.953513,5,72,250,0.8,7,0,0,1
4934,0.16145,0.092195,0.091245,0.7683,0,0.859545,0,0.04826,0.04826,0.04826,0,1849200,0,1849200,99.6,2.008925,6,72,250,0.8,7,0,0,1
4935,0.149509,0.220688,0.066283,0.644741,0,0.711024,0,0.068288,0.068288,0.068288,0,935035.6421,0,935035.6421,36.5,1.078211,2,0,300,0.8,7,0,0,1
4936,0.166735,0.167458,0.072776,0.684435,0,0.757211,0,0.075331,0.075331,0.075331,0,1550800,0,1550800,55.9,1.649499,3,0,300,0.8,7,0,0,1
4937,0.174932,0.123344,0.07693,0.729378,0,0.806308,0,0.070348,0.070348,0.070348,0,2015600,0,2015600,75.4,2.203649,4,0,300,0.8,7,0,0,1
4938,0.164817,0.111386,0.072791,0.755095,0,0.827886,0,0.060723,0.060723,0.060723,0,1798900,0,1798900,74.9,1.845926,5,0,300,0.8,7,0,0,1
4939,0.15847,0.092195,0.076934,0.782611,0,0.859545,0,0.04826,0.04826,0.04826,0,1798700,0,1798700,91.7,1.890082,6,0,300,0.8,7,0,0,1
4940,0.147066,0.220688,0.170084,0.552024,0,0.722108,0,0.057204,0.057204,0.057204,0,922990.3989,0,922990.3989,43.4,1.20671,2,42,300,0.8,7,0,0,1
4941,0.155811,0.167458,0.261776,0.517518,0,0.779294,0,0.053248,0.053248,0.053248,0,1331600,0,1331600,69.4,1.993189,3,42,300,0.8,7,0,0,1
4942,0.168539,0.123344,0.268911,0.549745,0,0.818656,0,0.058,0.058,0.058,0,2030800,0,2030800,87.3,2.879653,4,42,300,0.8,7,0,0,1
4943,0.163687,0.111386,0.223644,0.6145,0,0.838144,0,0.050464,0.050464,0.050464,0,1930500,0,1930500,96.7,2.574601,5,42,300,0.8,7,0,0,1
4944,0.150936,0.092195,0.186798,0.682379,0,0.869177,0,0.038628,0.038628,0.038628,0,1618000,0,1618000,105.3,1.972621,6,42,300,0.8,7,0,0,1
4945,0.151347,0.220688,0.074712,0.633134,0,0.707846,0,0.071466,0.071466,0.071466,0,987724.1311,0,987724.1311,36.8,1.11673,2,72,300,0.8,7,0,0,1
4946,0.164703,0.167458,0.078687,0.682716,0,0.761403,0,0.071139,0.071139,0.071139,0,1546000,0,1546000,58,1.722618,3,72,300,0.8,7,0,0,1
4947,0.173311,0.123344,0.082933,0.723121,0,0.806054,0,0.070602,0.070602,0.070602,0,1934200,0,1934200,71.9,2.03703,4,72,300,0.8,7,0,0,1
4948,0.168265,0.111386,0.088649,0.739351,0,0.828,0,0.060608,0.060608,0.060608,0,1842900,0,1842900,81.7,1.953513,5,72,300,0.8,7,0,0,1
4949,0.16145,0.092195,0.091245,0.7683,0,0.859545,0,0.04826,0.04826,0.04826,0,1849200,0,1849200,99.6,2.008925,6,72,300,0.8,7,0,0,1
