sim_no,UHI_d,asphalt_ratio,park_grass_ratio,parcel_grass_ratio,podium_grass_ratio,GnPR,TCR,greenroof_ratio,SCR,parcel_fp_ratio,podium_fp_ratio,tower_GFA,podium_GFA,total_GFA,avg_BH,avg_GPR,parcelArea,parkLocation,parkRadius,roadDensity,bldDensity,podiumDensity,treeDensity,roofType
4950,0.15532,0.134203,0.034899,0.736722,0,0.771621,0,0.094176,0.094176,0.094176,0,1022200,0,1022200,29.7,1.015181,2,0,100,0.3,9,0,0,1
4951,0.171769,0.09955,0,0.793929,0,0.793929,0,0.106521,0.106521,0.106521,0,1620800,0,1620800,38.9,1.456411,3,0,100,0.3,9,0,0,1
4952,0.181507,0.044727,0,0.854738,0,0.854738,0,0.100534,0.100534,0.100534,0,1994400,0,1994400,53.2,1.825479,4,0,100,0.3,9,0,0,1
4953,0.177397,0.058153,0,0.856273,0,0.856273,0,0.085581,0.085581,0.085581,0,1991100,0,1991100,60.6,1.814594,5,0,100,0.3,9,0,0,1
4954,0.168185,0.048316,0.079221,0.810414,0,0.889635,0,0.062049,0.062049,0.062049,0,1950700,0,1950700,79.3,1.948681,6,0,100,0.3,9,0,0,1
4955,0.154132,0.134203,0.017184,0.756705,0,0.773889,0,0.091908,0.091908,0.091908,0,993161.5639,0,993161.5639,29.7,0.947272,2,42,100,0.3,9,0,0,1
4956,0.172546,0.09955,0,0.794384,0,0.794384,0,0.106067,0.106067,0.106067,0,1533000,0,1533000,40,1.432338,3,42,100,0.3,9,0,0,1
4957,0.183071,0.044727,0,0.855419,0,0.855419,0,0.099853,0.099853,0.099853,0,2031000,0,2031000,55.2,1.800042,4,42,100,0.3,9,0,0,1
4958,0.179874,0.058153,0,0.853428,0,0.853428,0,0.088426,0.088426,0.088426,0,2104300,0,2104300,60.9,1.868843,5,42,100,0.3,9,0,0,1
4959,0.166301,0.048316,0,0.889635,0,0.889635,0,0.062049,0.062049,0.062049,0,1761000,0,1761000,76.8,1.659427,6,42,100,0.3,9,0,0,1
4960,0.154224,0.134203,0.020337,0.750921,0,0.771258,0,0.094539,0.094539,0.094539,0,984426.24,0,984426.24,28.5,0.935939,2,72,100,0.3,9,0,0,1
4961,0.172158,0.09955,0,0.791234,0,0.791234,0,0.109216,0.109216,0.109216,0,1593600,0,1593600,38,1.458332,3,72,100,0.3,9,0,0,1
4962,0.182603,0.044727,0,0.85271,0,0.85271,0,0.102562,0.102562,0.102562,0,2023400,0,2023400,52.4,1.812728,4,72,100,0.3,9,0,0,1
4963,0.178573,0.058153,0.048911,0.810229,0,0.85914,0,0.082714,0.082714,0.082714,0,2026600,0,2026600,65.4,1.923929,5,72,100,0.3,9,0,0,1
4964,0.162957,0.048316,0.093059,0.80251,0,0.895569,0,0.056115,0.056115,0.056115,0,1711500,0,1711500,82.7,1.804066,6,72,100,0.3,9,0,0,1
4965,0.155046,0.134203,0.034899,0.737439,0,0.772338,0,0.09346,0.09346,0.09346,0,1017200,0,1017200,29.8,1.010002,2,0,150,0.3,9,0,0,1
4966,0.167831,0.09955,0.076933,0.730373,0,0.807306,0,0.093144,0.093144,0.093144,0,1476700,0,1476700,43.4,1.468684,3,0,150,0.3,9,0,0,1
4967,0.179852,0.044727,0.079221,0.788583,0,0.867804,0,0.087469,0.087469,0.087469,0,2020700,0,2020700,61.8,2.012926,4,0,150,0.3,9,0,0,1
4968,0.178185,0.058153,0.032606,0.825469,0,0.858075,0,0.083778,0.083778,0.083778,0,2035900,0,2035900,63.5,1.891537,5,0,150,0.3,9,0,0,1
4969,0.168185,0.048316,0.079221,0.810414,0,0.889635,0,0.062049,0.062049,0.062049,0,1950700,0,1950700,79.3,1.948681,6,0,150,0.3,9,0,0,1
4970,0.154167,0.134203,0.043345,0.732317,0,0.775662,0,0.090135,0.090135,0.090135,0,974405.4671,0,974405.4671,30.7,0.971092,2,42,150,0.3,9,0,0,1
4971,0.172066,0.09955,0.079094,0.727441,0,0.806535,0,0.093915,0.093915,0.093915,0,1583100,0,1583100,47.3,1.602312,3,42,150,0.3,9,0,0,1
4972,0.177831,0.044727,0.101173,0.765971,0,0.867144,0,0.088128,0.088128,0.088128,0,1859000,0,1859000,59.1,1.866683,4,42,150,0.3,9,0,0,1
4973,0.172968,0.058153,0.124679,0.740395,0,0.865074,0,0.07678,0.07678,0.07678,0,1970900,0,1970900,64.5,2.049798,5,42,150,0.3,9,0,0,1
4974,0.157534,0.048316,0.126932,0.775603,0,0.902535,0,0.049149,0.049149,0.049149,0,1639400,0,1639400,88.8,1.765811,6,42,150,0.3,9,0,0,1
4975,0.155331,0.134203,0.039873,0.735116,0,0.774989,0,0.090808,0.090808,0.090808,0,1018500,0,1018500,31.4,0.979444,2,72,150,0.3,9,0,0,1
4976,0.166781,0.09955,0.061917,0.747715,0,0.809632,0,0.090818,0.090818,0.090818,0,1444600,0,1444600,44,1.448206,3,72,150,0.3,9,0,0,1
4977,0.180799,0.044727,0.040743,0.820141,0,0.860884,0,0.094389,0.094389,0.094389,0,2008300,0,2008300,56.5,1.830447,4,72,150,0.3,9,0,0,1
4978,0.172671,0.058153,0.093067,0.773809,0,0.866876,0,0.074977,0.074977,0.074977,0,1834300,0,1834300,66.9,1.807444,5,72,150,0.3,9,0,0,1
4979,0.162957,0.048316,0.093059,0.80251,0,0.895569,0,0.056115,0.056115,0.056115,0,1711500,0,1711500,82.7,1.804066,6,72,150,0.3,9,0,0,1
4980,0.149269,0.134203,0.07787,0.702134,0,0.780004,0,0.085792,0.085792,0.085792,0,906329.7052,0,906329.7052,27.6,0.976251,2,0,200,0.3,9,0,0,1
4981,0.167831,0.09955,0.076933,0.730373,0,0.807306,0,0.093144,0.093144,0.093144,0,1476700,0,1476700,43.4,1.468684,3,0,200,0.3,9,0,0,1
4982,0.179852,0.044727,0.079221,0.788583,0,0.867804,0,0.087469,0.087469,0.087469,0,2020700,0,2020700,61.8,2.012926,4,0,200,0.3,9,0,0,1
4983,0.17363,0.058153,0.075079,0.790328,0,0.865407,0,0.076446,0.076446,0.076446,0,1936900,0,1936900,65.8,1.844339,5,0,200,0.3,9,0,0,1
4984,0.168185,0.048316,0.079221,0.810414,0,0.889635,0,0.062049,0.062049,0.062049,0,1950700,0,1950700,79.3,1.948681,6,0,200,0.3,9,0,0,1
4985,0.149292,0.134203,0.083967,0.695783,0,0.77975,0,0.086047,0.086047,0.086047,0,900547.3293,0,900547.3293,27.6,0.962856,2,42,200,0.3,9,0,0,1
4986,0.168562,0.09955,0.101552,0.711691,0,0.813243,0,0.087207,0.087207,0.087207,0,1520400,0,1520400,48.8,1.556177,3,42,200,0.3,9,0,0,1
4987,0.177831,0.044727,0.101173,0.765971,0,0.867144,0,0.088128,0.088128,0.088128,0,1859000,0,1859000,59.1,1.866683,4,42,200,0.3,9,0,0,1
4988,0.172968,0.058153,0.124679,0.740395,0,0.865074,0,0.07678,0.07678,0.07678,0,1970900,0,1970900,64.5,2.049798,5,42,200,0.3,9,0,0,1
4989,0.157534,0.048316,0.126932,0.775603,0,0.902535,0,0.049149,0.049149,0.049149,0,1639400,0,1639400,88.8,1.765811,6,42,200,0.3,9,0,0,1
4990,0.150217,0.134203,0.088338,0.69463,0,0.782968,0,0.082829,0.082829,0.082829,0,921048.5023,0,921048.5023,30,0.958602,2,72,200,0.3,9,0,0,1
4991,0.165879,0.09955,0.088346,0.720572,0,0.808918,0,0.091532,0.091532,0.091532,0,1468900,0,1468900,42.5,1.507824,3,72,200,0.3,9,0,0,1
4992,0.176541,0.044727,0.093058,0.775193,0,0.868251,0,0.087021,0.087021,0.087021,0,1914300,0,1914300,58.2,1.853317,4,72,200,0.3,9,0,0,1
4993,0.172295,0.058153,0.093067,0.774526,0,0.867593,0,0.074261,0.074261,0.074261,0,1826800,0,1826800,67.2,1.797276,5,72,200,0.3,9,0,0,1
4994,0.162957,0.048316,0.093059,0.80251,0,0.895569,0,0.056115,0.056115,0.056115,0,1711500,0,1711500,82.7,1.804066,6,72,200,0.3,9,0,0,1
4995,0.149269,0.134203,0.07787,0.702134,0,0.780004,0,0.085792,0.085792,0.085792,0,906329.7052,0,906329.7052,27.6,0.976251,2,0,250,0.3,9,0,0,1
4996,0.167831,0.09955,0.076933,0.730373,0,0.807306,0,0.093144,0.093144,0.093144,0,1476700,0,1476700,43.4,1.468684,3,0,250,0.3,9,0,0,1
4997,0.179292,0.044727,0.079221,0.7893,0,0.868521,0,0.086752,0.086752,0.086752,0,2012500,0,2012500,62,2.001977,4,0,250,0.3,9,0,0,1
4998,0.173995,0.058153,0.075079,0.789669,0,0.864748,0,0.077106,0.077106,0.077106,0,1946800,0,1946800,65.6,1.85785,5,0,250,0.3,9,0,0,1
4999,0.168185,0.048316,0.079221,0.810414,0,0.889635,0,0.062049,0.062049,0.062049,0,1950700,0,1950700,79.3,1.948681,6,0,250,0.3,9,0,0,1
5000,0.149555,0.134203,0.134371,0.655592,0,0.789963,0,0.075834,0.075834,0.075834,0,897811.1979,0,897811.1979,33.8,0.994372,2,42,250,0.3,9,0,0,1
5001,0.167443,0.09955,0.127706,0.688487,0,0.816193,0,0.084257,0.084257,0.084257,0,1551000,0,1551000,49.5,1.642149,3,42,250,0.3,9,0,0,1
5002,0.171735,0.044727,0.135935,0.734477,0,0.870412,0,0.08486,0.08486,0.08486,0,1739800,0,1739800,54.6,1.815048,4,42,250,0.3,9,0,0,1
5003,0.172968,0.058153,0.124679,0.740395,0,0.865074,0,0.07678,0.07678,0.07678,0,1970900,0,1970900,64.5,2.049798,5,42,250,0.3,9,0,0,1
5004,0.157534,0.048316,0.126932,0.775603,0,0.902535,0,0.049149,0.049149,0.049149,0,1639400,0,1639400,88.8,1.765811,6,42,250,0.3,9,0,0,1
5005,0.150959,0.134203,0.088338,0.693587,0,0.781925,0,0.083871,0.083871,0.083871,0,939924.5889,0,939924.5889,30.2,0.977697,2,72,250,0.3,9,0,0,1
5006,0.1654,0.09955,0.088346,0.721232,0,0.809578,0,0.090873,0.090873,0.090873,0,1446000,0,1446000,42.3,1.486949,3,72,250,0.3,9,0,0,1
5007,0.176541,0.044727,0.093058,0.775193,0,0.868251,0,0.087021,0.087021,0.087021,0,1914300,0,1914300,58.2,1.853317,4,72,250,0.3,9,0,0,1
5008,0.172671,0.058153,0.093067,0.773809,0,0.866876,0,0.074977,0.074977,0.074977,0,1834300,0,1834300,66.9,1.807444,5,72,250,0.3,9,0,0,1
5009,0.162957,0.048316,0.093059,0.80251,0,0.895569,0,0.056115,0.056115,0.056115,0,1711500,0,1711500,82.7,1.804066,6,72,250,0.3,9,0,0,1
5010,0.14968,0.134203,0.07787,0.701787,0,0.779657,0,0.08614,0.08614,0.08614,0,912353.9882,0,912353.9882,27.7,0.982836,2,0,300,0.3,9,0,0,1
5011,0.167831,0.09955,0.076933,0.730373,0,0.807306,0,0.093144,0.093144,0.093144,0,1476700,0,1476700,43.4,1.468684,3,0,300,0.3,9,0,0,1
5012,0.179852,0.044727,0.079221,0.788583,0,0.867804,0,0.087469,0.087469,0.087469,0,2020700,0,2020700,61.8,2.012926,4,0,300,0.3,9,0,0,1
5013,0.173995,0.058153,0.075079,0.789669,0,0.864748,0,0.077106,0.077106,0.077106,0,1946800,0,1946800,65.6,1.85785,5,0,300,0.3,9,0,0,1
5014,0.168185,0.048316,0.079221,0.810414,0,0.889635,0,0.062049,0.062049,0.062049,0,1950700,0,1950700,79.3,1.948681,6,0,300,0.3,9,0,0,1
5015,0.14903,0.134203,0.173354,0.617204,0,0.790558,0,0.075239,0.075239,0.075239,0,932233.6155,0,932233.6155,33.2,1.088824,2,42,300,0.3,9,0,0,1
5016,0.161838,0.09955,0.271938,0.561311,0,0.833249,0,0.067201,0.067201,0.067201,0,1426900,0,1426900,59.9,1.947936,3,42,300,0.3,9,0,0,1
5017,0.170993,0.044727,0.28893,0.594823,0,0.883753,0,0.07152,0.07152,0.07152,0,1948300,0,1948300,67.8,2.486586,4,42,300,0.3,9,0,0,1
5018,0.168345,0.058153,0.235863,0.644314,0,0.880177,0,0.061676,0.061676,0.061676,0,1935100,0,1935100,80.8,2.393228,5,42,300,0.3,9,0,0,1
5019,0.151096,0.048316,0.196086,0.712384,0,0.90847,0,0.043215,0.043215,0.043215,0,1493400,0,1493400,89,1.7705,6,42,300,0.3,9,0,0,1
5020,0.150582,0.134203,0.088338,0.693935,0,0.782273,0,0.083524,0.083524,0.083524,0,931490.5927,0,931490.5927,30,0.970016,2,72,300,0.3,9,0,0,1
5021,0.1654,0.09955,0.088346,0.721232,0,0.809578,0,0.090873,0.090873,0.090873,0,1446000,0,1446000,42.3,1.486949,3,72,300,0.3,9,0,0,1
5022,0.176895,0.044727,0.093058,0.774477,0,0.867535,0,0.087737,0.087737,0.087737,0,1920900,0,1920900,58,1.862076,4,72,300,0.3,9,0,0,1
5023,0.172671,0.058153,0.093067,0.773809,0,0.866876,0,0.074977,0.074977,0.074977,0,1834300,0,1834300,66.9,1.807444,5,72,300,0.3,9,0,0,1
5024,0.162957,0.048316,0.093059,0.80251,0,0.895569,0,0.056115,0.056115,0.056115,0,1711500,0,1711500,82.7,1.804066,6,72,300,0.3,9,0,0,1
5025,0.148813,0.220688,0.029264,0.67318,0,0.702444,0,0.076869,0.076869,0.076869,0,826228.1824,0,826228.1824,29.3,0.890223,2,0,100,0.8,9,0,0,1
5026,0.16629,0.167458,0,0.739853,0,0.739853,0,0.092689,0.092689,0.092689,0,1466100,0,1466100,40.5,1.388391,3,0,100,0.8,9,0,0,1
5027,0.178973,0.123344,0,0.780909,0,0.780909,0,0.095747,0.095747,0.095747,0,1912300,0,1912300,53,1.87718,4,0,100,0.8,9,0,0,1
5028,0.176929,0.111386,0,0.805177,0,0.805177,0,0.083431,0.083431,0.083431,0,1970300,0,1970300,61.3,1.874457,5,0,100,0.8,9,0,0,1
5029,0.168333,0.092195,0.076934,0.768822,0,0.845756,0,0.062049,0.062049,0.062049,0,1956200,0,1956200,78.9,2.050821,6,0,100,0.8,9,0,0,1
5030,0.150251,0.220688,0.017183,0.683264,0,0.700447,0,0.078865,0.078865,0.078865,0,858019.8278,0,858019.8278,30.2,0.887381,2,42,100,0.8,9,0,0,1
5031,0.166689,0.167458,0,0.741314,0,0.741314,0,0.091228,0.091228,0.091228,0,1383400,0,1383400,42.5,1.376655,3,42,100,0.8,9,0,0,1
5032,0.181084,0.123344,0,0.780157,0,0.780157,0,0.096499,0.096499,0.096499,0,1916900,0,1916900,54.6,1.836816,4,42,100,0.8,9,0,0,1
5033,0.17863,0.111386,0,0.803418,0,0.803418,0,0.08519,0.08519,0.08519,0,2072600,0,2072600,61.7,1.933245,5,42,100,0.8,9,0,0,1
5034,0.171256,0.092195,0,0.842628,0,0.842628,0,0.065177,0.065177,0.065177,0,1900900,0,1900900,78.6,1.850643,6,42,100,0.8,9,0,0,1
5035,0.149189,0.220688,0.015661,0.683865,0,0.699526,0,0.079786,0.079786,0.079786,0,817652.29,0,817652.29,28.1,0.848378,2,72,100,0.8,9,0,0,1
5036,0.164463,0.167458,0,0.740165,0,0.740165,0,0.092377,0.092377,0.092377,0,1373700,0,1373700,39.2,1.377089,3,72,100,0.8,9,0,0,1
5037,0.181438,0.123344,0,0.778222,0,0.778222,0,0.098434,0.098434,0.098434,0,1942000,0,1942000,53.1,1.874466,4,72,100,0.8,9,0,0,1
5038,0.1779,0.111386,0.045994,0.762788,0,0.808782,0,0.079826,0.079826,0.079826,0,2019100,0,2019100,66.8,2.020573,5,72,100,0.8,9,0,0,1
5039,0.17161,0.092195,0.091245,0.754511,0,0.845756,0,0.062049,0.062049,0.062049,0,1986600,0,1986600,85.6,2.173794,6,72,100,0.8,9,0,0,1
5040,0.149041,0.220688,0.029264,0.672463,0,0.701727,0,0.077586,0.077586,0.077586,0,831197.3686,0,831197.3686,29.2,0.895405,2,0,150,0.8,9,0,0,1
5041,0.16218,0.167458,0.072776,0.679343,0,0.752119,0,0.080423,0.080423,0.080423,0,1312500,0,1312500,45,1.382418,3,0,150,0.8,9,0,0,1
5042,0.17839,0.123344,0.07693,0.715321,0,0.792251,0,0.084405,0.084405,0.084405,0,1968600,0,1968600,62.1,2.131188,4,0,150,0.8,9,0,0,1
5043,0.171861,0.111386,0.072791,0.742725,0,0.815516,0,0.073092,0.073092,0.073092,0,1902700,0,1902700,66.7,1.900599,5,0,150,0.8,9,0,0,1
5044,0.168333,0.092195,0.076934,0.768822,0,0.845756,0,0.062049,0.062049,0.062049,0,1956200,0,1956200,78.9,2.050821,6,0,150,0.8,9,0,0,1
5045,0.14895,0.220688,0.043355,0.66127,0,0.704625,0,0.074687,0.074687,0.074687,0,797850.1338,0,797850.1338,30.7,0.865731,2,42,150,0.8,9,0,0,1
5046,0.167009,0.167458,0.075955,0.67401,0,0.749965,0,0.082577,0.082577,0.082577,0,1426100,0,1426100,49.6,1.52435,3,42,150,0.8,9,0,0,1
5047,0.173801,0.123344,0.095462,0.698896,0,0.794358,0,0.082298,0.082298,0.082298,0,1727000,0,1727000,59.1,1.86783,4,42,150,0.8,9,0,0,1
5048,0.169932,0.111386,0.119667,0.697859,0,0.817526,0,0.071082,0.071082,0.071082,0,1893500,0,1893500,66.7,2.074671,5,42,150,0.8,9,0,0,1
5049,0.165434,0.092195,0.121947,0.730258,0,0.852205,0,0.055599,0.055599,0.055599,0,1854800,0,1854800,87.6,2.055186,6,42,150,0.8,9,0,0,1
5050,0.150377,0.220688,0.032258,0.668515,0,0.700773,0,0.078539,0.078539,0.078539,0,855206.2131,0,855206.2131,30.6,0.896477,2,72,150,0.8,9,0,0,1
5051,0.164349,0.167458,0.055418,0.694458,0,0.749876,0,0.082666,0.082666,0.082666,0,1380700,0,1380700,46,1.489816,3,72,150,0.8,9,0,0,1
5052,0.17516,0.123344,0.082933,0.710461,0,0.793394,0,0.083262,0.083262,0.083262,0,1837400,0,1837400,59,1.91083,4,72,150,0.8,9,0,0,1
5053,0.172192,0.111386,0.088649,0.728529,0,0.817178,0,0.07143,0.07143,0.07143,0,1843300,0,1843300,70,1.916581,5,72,150,0.8,9,0,0,1
5054,0.17161,0.092195,0.091245,0.754511,0,0.845756,0,0.062049,0.062049,0.062049,0,1986600,0,1986600,85.6,2.173794,6,72,150,0.8,9,0,0,1
5055,0.147249,0.220688,0.046107,0.657293,0,0.7034,0,0.075913,0.075913,0.075913,0,802738.6,0,802738.6,27.6,0.886949,2,0,200,0.8,9,0,0,1
5056,0.16218,0.167458,0.072776,0.679343,0,0.752119,0,0.080423,0.080423,0.080423,0,1312500,0,1312500,45,1.382418,3,0,200,0.8,9,0,0,1
5057,0.178071,0.123344,0.07693,0.716038,0,0.792968,0,0.083688,0.083688,0.083688,0,1960300,0,1960300,62.3,2.119601,4,0,200,0.8,9,0,0,1
5058,0.171861,0.111386,0.072791,0.742725,0,0.815516,0,0.073092,0.073092,0.073092,0,1902700,0,1902700,66.7,1.900599,5,0,200,0.8,9,0,0,1
5059,0.168333,0.092195,0.076934,0.768822,0,0.845756,0,0.062049,0.062049,0.062049,0,1956200,0,1956200,78.9,2.050821,6,0,200,0.8,9,0,0,1
5060,0.143562,0.220688,0.083981,0.628086,0,0.712067,0,0.067245,0.067245,0.067245,0,700353.9015,0,700353.9015,27.3,0.82299,2,42,200,0.8,9,0,0,1
5061,0.16597,0.167458,0.098406,0.654207,0,0.752613,0,0.079929,0.079929,0.079929,0,1435800,0,1435800,50.5,1.559117,3,42,200,0.8,9,0,0,1
5062,0.173402,0.123344,0.095462,0.699613,0,0.795075,0,0.081581,0.081581,0.081581,0,1718700,0,1718700,59.3,1.856242,4,42,200,0.8,9,0,0,1
5063,0.170514,0.111386,0.119667,0.6972,0,0.816867,0,0.071742,0.071742,0.071742,0,1910300,0,1910300,66.6,2.095812,5,42,200,0.8,9,0,0,1
5064,0.165434,0.092195,0.121947,0.730258,0,0.852205,0,0.055599,0.055599,0.055599,0,1854800,0,1854800,87.6,2.055186,6,42,200,0.8,9,0,0,1
5065,0.147146,0.220688,0.074712,0.630716,0,0.705428,0,0.073885,0.073885,0.073885,0,800048.2584,0,800048.2584,28.8,0.903505,2,72,200,0.8,9,0,0,1
5066,0.161164,0.167458,0.078687,0.67517,0,0.753857,0,0.078686,0.078686,0.078686,0,1340500,0,1340500,45.6,1.488354,3,72,200,0.8,9,0,0,1
5067,0.175662,0.123344,0.082933,0.709744,0,0.792677,0,0.083978,0.083978,0.083978,0,1849000,0,1849000,58.8,1.927564,4,72,200,0.8,9,0,0,1
5068,0.17266,0.111386,0.088649,0.72787,0,0.816519,0,0.072089,0.072089,0.072089,0,1857800,0,1857800,69.9,1.93484,5,72,200,0.8,9,0,0,1
5069,0.17161,0.092195,0.091245,0.754511,0,0.845756,0,0.062049,0.062049,0.062049,0,1986600,0,1986600,85.6,2.173794,6,72,200,0.8,9,0,0,1
5070,0.146027,0.220688,0.066283,0.642727,0,0.70901,0,0.070302,0.070302,0.070302,0,766305.3137,0,766305.3137,29.1,0.883179,2,0,250,0.8,9,0,0,1
5071,0.16218,0.167458,0.072776,0.679343,0,0.752119,0,0.080423,0.080423,0.080423,0,1312500,0,1312500,45,1.382418,3,0,250,0.8,9,0,0,1
5072,0.178071,0.123344,0.07693,0.716038,0,0.792968,0,0.083688,0.083688,0.083688,0,1960300,0,1960300,62.3,2.119601,4,0,250,0.8,9,0,0,1
5073,0.171861,0.111386,0.072791,0.742725,0,0.815516,0,0.073092,0.073092,0.073092,0,1902700,0,1902700,66.7,1.900599,5,0,250,0.8,9,0,0,1
5074,0.168333,0.092195,0.076934,0.768822,0,0.845756,0,0.062049,0.062049,0.062049,0,1956200,0,1956200,78.9,2.050821,6,0,250,0.8,9,0,0,1
5075,0.14484,0.220688,0.151159,0.567048,0,0.718207,0,0.061106,0.061106,0.061106,0,770401.8672,0,770401.8672,34.6,0.976874,2,42,250,0.8,9,0,0,1
5076,0.162432,0.167458,0.119005,0.638571,0,0.757576,0,0.074966,0.074966,0.074966,0,1398000,0,1398000,50.5,1.557315,3,42,250,0.8,9,0,0,1
5077,0.171587,0.123344,0.124305,0.66993,0,0.794235,0,0.08242,0.08242,0.08242,0,1714000,0,1714000,55.5,1.922695,4,42,250,0.8,9,0,0,1
5078,0.170514,0.111386,0.119667,0.6972,0,0.816867,0,0.071742,0.071742,0.071742,0,1910300,0,1910300,66.6,2.095812,5,42,250,0.8,9,0,0,1
5079,0.165434,0.092195,0.121947,0.730258,0,0.852205,0,0.055599,0.055599,0.055599,0,1854800,0,1854800,87.6,2.055186,6,42,250,0.8,9,0,0,1
5080,0.1475,0.220688,0.074712,0.630056,0,0.704768,0,0.074544,0.074544,0.074544,0,806906.2584,0,806906.2584,28.8,0.913209,2,72,250,0.8,9,0,0,1
5081,0.161164,0.167458,0.078687,0.67517,0,0.753857,0,0.078686,0.078686,0.078686,0,1340500,0,1340500,45.6,1.488354,3,72,250,0.8,9,0,0,1
5082,0.175662,0.123344,0.082933,0.709744,0,0.792677,0,0.083978,0.083978,0.083978,0,1849000,0,1849000,58.8,1.927564,4,72,250,0.8,9,0,0,1
5083,0.17266,0.111386,0.088649,0.72787,0,0.816519,0,0.072089,0.072089,0.072089,0,1857800,0,1857800,69.9,1.93484,5,72,250,0.8,9,0,0,1
5084,0.17161,0.092195,0.091245,0.754511,0,0.845756,0,0.062049,0.062049,0.062049,0,1986600,0,1986600,85.6,2.173794,6,72,250,0.8,9,0,0,1
5085,0.146541,0.220688,0.066283,0.64172,0,0.708003,0,0.071309,0.071309,0.071309,0,776942.8344,0,776942.8344,29.1,0.896037,2,0,300,0.8,9,0,0,1
5086,0.16218,0.167458,0.072776,0.679343,0,0.752119,0,0.080423,0.080423,0.080423,0,1312500,0,1312500,45,1.382418,3,0,300,0.8,9,0,0,1
5087,0.178071,0.123344,0.07693,0.716038,0,0.792968,0,0.083688,0.083688,0.083688,0,1960300,0,1960300,62.3,2.119601,4,0,300,0.8,9,0,0,1
5088,0.17145,0.111386,0.072791,0.743442,0,0.816233,0,0.072375,0.072375,0.072375,0,1894400,0,1894400,67,1.885017,5,0,300,0.8,9,0,0,1
5089,0.168333,0.092195,0.076934,0.768822,0,0.845756,0,0.062049,0.062049,0.062049,0,1956200,0,1956200,78.9,2.050821,6,0,300,0.8,9,0,0,1
5090,0.143779,0.220688,0.170084,0.550358,0,0.720442,0,0.05887,0.05887,0.05887,0,750637.0017,0,750637.0017,34.7,0.981638,2,42,300,0.8,9,0,0,1
5091,0.153824,0.167458,0.261776,0.513318,0,0.775094,0,0.057447,0.057447,0.057447,0,1198100,0,1198100,58.7,1.776366,3,42,300,0.8,9,0,0,1
5092,0.168847,0.123344,0.268911,0.539346,0,0.808257,0,0.068399,0.068399,0.068399,0,1860600,0,1860600,68.4,2.616746,4,42,300,0.8,9,0,0,1
5093,0.166838,0.111386,0.223644,0.604918,0,0.828562,0,0.060046,0.060046,0.060046,0,1865000,0,1865000,80.3,2.426232,5,42,300,0.8,9,0,0,1
5094,0.16024,0.092195,0.186798,0.671342,0,0.85814,0,0.049665,0.049665,0.049665,0,1786900,0,1786900,91.6,2.170096,6,42,300,0.8,9,0,0,1
5095,0.146918,0.220688,0.074712,0.631375,0,0.706087,0,0.073226,0.073226,0.073226,0,795476.2584,0,795476.2584,28.9,0.900129,2,72,300,0.8,9,0,0,1
5096,0.161164,0.167458,0.078687,0.67517,0,0.753857,0,0.078686,0.078686,0.078686,0,1340500,0,1340500,45.6,1.488354,3,72,300,0.8,9,0,0,1
5097,0.17516,0.123344,0.082933,0.710461,0,0.793394,0,0.083262,0.083262,0.083262,0,1837400,0,1837400,59,1.91083,4,72,300,0.8,9,0,0,1
5098,0.17266,0.111386,0.088649,0.72787,0,0.816519,0,0.072089,0.072089,0.072089,0,1857800,0,1857800,69.9,1.93484,5,72,300,0.8,9,0,0,1
5099,0.17161,0.092195,0.091245,0.754511,0,0.845756,0,0.062049,0.062049,0.062049,0,1986600,0,1986600,85.6,2.173794,6,72,300,0.8,9,0,0,1
5100,0.149909,0.134203,0.034899,0.735403,0,0.770302,0,0.095495,0.095495,0.095495,0,845211.3381,0,845211.3381,24.2,0.837651,2,0,100,0.3,11,0,0,1
5101,0.165742,0.09955,0,0.789787,0,0.789787,0,0.110663,0.110663,0.110663,0,1381300,0,1381300,31.9,1.237151,3,0,100,0.3,11,0,0,1
5102,0.181473,0.044727,0,0.842079,0,0.842079,0,0.113194,0.113194,0.113194,0,1897900,0,1897900,45.1,1.730703,4,0,100,0.3,11,0,0,1
5103,0.17863,0.058153,0,0.84357,0,0.84357,0,0.098284,0.098284,0.098284,0,1918000,0,1918000,51.3,1.729051,5,0,100,0.3,11,0,0,1
5104,0.1746,0.048316,0.079221,0.797342,0,0.876563,0,0.075121,0.075121,0.075121,0,2042300,0,2042300,69,2.025707,6,0,100,0.3,11,0,0,1
5105,0.150263,0.134203,0.017184,0.75328,0,0.770464,0,0.095333,0.095333,0.095333,0,857271.9323,0,857271.9323,24.6,0.817987,2,42,100,0.3,11,0,0,1
5106,0.167557,0.09955,0,0.788192,0,0.788192,0,0.112258,0.112258,0.112258,0,1342100,0,1342100,33.1,1.255112,3,42,100,0.3,11,0,0,1
5107,0.182763,0.044727,0,0.842333,0,0.842333,0,0.112939,0.112939,0.112939,0,1917600,0,1917600,46.3,1.687542,4,42,100,0.3,11,0,0,1
5108,0.180377,0.058153,0,0.843592,0,0.843592,0,0.098262,0.098262,0.098262,0,2057100,0,2057100,53,1.794004,5,42,100,0.3,11,0,0,1
5109,0.173071,0.048316,0,0.876563,0,0.876563,0,0.075121,0.075121,0.075121,0,1842700,0,1842700,67.2,1.738192,6,42,100,0.3,11,0,0,1
